heading,price,Year,Make,Model,Class,Length,Fuel_Type,Hull_Material,Offered_By,Engine_Make,Engine_Model,Engine_Year,Total_Power,Engine_Hours,Engine_Type,Fuel_Type.1,Propeller_Type,Dry_Weight,Folding_Propeller,Cruising_Speed,Length_on_Deck,Max_Speed,Length_Overall,Beam,Length_at_Waterline,Windlass,Liferaft_Capacity,Electrical_Circuit,Fresh_Water_Tank,Fuel_Tank,Holding_Tank,Single_Berths,Double_Berths,Cabins,Heads,state,Country/Region/State ,Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,new_year
2005 Beneteau Oceanis 523,199900.0,15.0,Beneteau,Oceanis 523,Racer/Cruiser,53.0,Diesel,Fiberglass,Edwards Yacht Sales,Yanmar,None,15.0,100.0,2800.0,Inboard,Diesel,3.0,,1,,,,52.0,16.0,48.0,Electric Windlass,8.0,,2 x 264 gal (),1 x 118 gal (),,,3.0,4.0,4,Ayamonte,Spain,Beneteau,Oceanis 523,53,Europe,Spain,212572,2005,15
1983 Beneteau First 456,30000.0,37.0,Beneteau,First 456,Racer/Cruiser,45.0,Diesel,Fiberglass,Harbor North,Yanmar,None,37.0,61.0,,Inboard,Diesel|Diesel,2.0,,0,,,,46.0,14.0,39.0,Electric Windlass,,12.0,1 x 105 gal (),1 x 55 gal (),1 x (),2.0,3.0,3.0,2,Huron,Ohio,Beneteau,56,56,Europe,Spain,461603,2005,15
2008 Beneteau America 343,85375.0,12.0,Beneteau America,343,Racer/Cruiser,34.75,Diesel,Fiberglass,Anchor Yacht Sales,Yanmar,3YM30,12.0,29.0,1000.0,Inboard,Diesel|Diesel,3.0,11.0,0,,,,35.0,11.0,30.0,Electric Windlass,,12.0,1 x 67 gal (Plastic),1 x 20 gal (Plastic),1 x 21 gal (Plastic),,2.0,2.0,1,Titusville,Florida,Beneteau ,Cyclades 50.5,51,Caribbean,Grenada,105000,2005,15
2005 Nautor Swan 601,935000.0,15.0,Nautor Swan,601,Racer,60.0,Diesel,Composite,Jeff Brown Yachts,Volvo Penta,D2 75,,,,Inboard,Diesel|Diesel,,,0,,,,60.0,14.0,52.0,None,,,111 gal (),76 gal (),(),,,,None,Portsmouth,Rhode Island,C&C,121,40,USA,Rhode Island,184900,2005,15
2000 Cabo Rico 42,275000.0,20.0,Cabo Rico,42,Cruiser,46.5,Diesel,Fiberglass,Integrity Yacht Sales,None,None,,,,Other,Diesel|Diesel,,26.0,0,,,,46.0,12.0,42.0,None,,,165 gal (GRP),72 gal (GRP),,7.0,,,1,Tracys Landing,Maryland,Cabo Rico,42,46,USA,Rhode Island,270000,2005,15
1997 Caliber LRC Cutter,159000.0,23.0,Caliber,LRC Cutter,Cutter,40.0,Diesel,Fiberglass,Rubicon Yachts,Yanmar Diesel,4JH2E,23.0,51.0,803.0,Inboard,Diesel|Diesel,3.0,21.0,0,6.0,39.0,7.0,40.0,12.0,32.0,Electric Windlass,,110.0,1 x 175 gal (GRP),1 x 225 gal (GRP),1 x 75 gal (GRP),1.0,3.0,2.0,2,Emeryville,California,Caliber,40 LRC SE,41,USA,Florida,259000,2005,15
2006 Catalina 387,155400.0,14.0,Catalina,387,Racer/Cruiser,38.0,Diesel,Fiberglass,Grandpappy Point Marina,Yanmar,3JH4E,14.0,40.0,58.0,Inboard,Diesel|Diesel,,19.0,0,,,,39.0,12.0,32.0,None,,,102 gal (),37 gal (),24 gal (),,,,1,Denison,Texas,Catalina,387,38,USA,Maryland,125000,2005,15
2002 Catalina 42 MK IIC,144900.0,18.0,Catalina,42 MK IIC,Sloop,42.0,Diesel,Fiberglass,Triton Yacht Sales and Service,2002 Yanmar ,4JH3 ,,,,Inboard,Diesel|Diesel,,20.0,0,7.0,,8.0,41.0,13.0,36.0,None,,,3 x 115 gal (),1 x 46 gal (),2 x 60 gal (),,,2.0,2,Oriental,North Carolina,Catalina,42 MK II,42,Caribbean,Mexico,165000,2005,15
1990 Catalina 42 MK I (3 SR),89900.0,30.0,Catalina,42 MK I (3 SR),Cruiser,42.0,Diesel,Fiberglass,West Coast Yachts,Yanmar,4JHBE,30.0,44.0,2200.0,Inboard,Diesel|Diesel,3.0,18.0,0,6.0,41.0,8.0,42.0,13.0,36.0,Electric Windlass,,12.0,4 x 30 gal (Plastic),1 x 39 gal (Aluminum),2 x 25 gal (Plastic),,3.0,2.0,2,Long Beach,California,Catalina,42 Mk II,42,Europe,United Kingdom,119242,2005,15
2002 Catalina 42 MK IIC,144900.0,18.0,Catalina,42 MK IIC,Sloop,42.0,Diesel,Fiberglass,Triton Yacht Sales and Service,2002 Yanmar ,4JH3 ,,,,Inboard,Diesel|Diesel,,20.0,0,7.0,,8.0,41.0,13.0,36.0,None,,,3 x 115 gal (),1 x 46 gal (),2 x 60 gal (),,,2.0,2,Oriental,North Carolina,Catalina,42 MK II,42,USA,Washington,159500,2005,15
2009 Catalina Morgan 440,249000.0,11.0,Catalina,Morgan 440,Cruiser,44.0,Diesel,Fiberglass,Frank Gordon Yacht Sales,Yanmar, 4JH3,,75.0,254.0,None,Diesel|Diesel,,25.0,0,,,,45.0,14.0,40.0,None,,,176 gal (),117 gal (),55 gal (),,,2.0,2,Fort Pierce,Florida,Catalina,Morgan 440,46,USA,California,199900,2005,15
2009 Catalina Morgan 440,249000.0,11.0,Catalina,Morgan 440,Cruiser,44.0,Diesel,Fiberglass,Frank Gordon Yacht Sales,Yanmar, 4JH3,,75.0,254.0,None,Diesel|Diesel,,25.0,0,,,,45.0,14.0,40.0,None,,,176 gal (),117 gal (),55 gal (),,,2.0,2,Fort Pierce,Florida,Catalina,Morgan 440,46,Caribbean,Grenada,179950,2005,15
2009 Catalina Morgan 440,249000.0,11.0,Catalina,Morgan 440,Cruiser,44.0,Diesel,Fiberglass,Frank Gordon Yacht Sales,Yanmar, 4JH3,,75.0,254.0,None,Diesel|Diesel,,25.0,0,,,,45.0,14.0,40.0,None,,,176 gal (),117 gal (),55 gal (),,,2.0,2,Fort Pierce,Florida,Catalina,Morgan 440,46,USA,Washington,194950,2005,15
2013 Comar Comet 41S,149971.0,7.0,Comar,Comet 41S,Other,41.8,Diesel,Other,MEDIA SHIP INTERNATIONAL,LOMBARDINI,None,,40.0,500.0,Inboard,Diesel|Diesel,,,0,,,,41.0,12.0,,None,,,118.88 gal (),36.98 gal (),,,,2.0,1,Italia,Italy,Comar,Comet 41S,41,Europe,Italy,150622,2005,15
2007 Comar Comet 45s,146711.0,13.0,Comar,Comet 45s,Other,45.28,Diesel,Other,MEDIA SHIP INTERNATIONAL,LOMBARIDNI,None,,60.0,1348.0,Inboard,Diesel|Diesel,,,0,8.0,,9.0,45.0,13.0,,None,,,158.5 gal (),47.55 gal (),,,3.0,3.0,2,Italia,Italy,Comar,Comet 45s,46,Europe,Italy,163984,2005,15
2007 Comar Comet 62 RS,597712.0,13.0,Comar,Comet 62 RS,Cruiser,62.0,Diesel,Fiberglass,Berthon International,Yanmar,4LHA,,190.0,,Inboard,Diesel|Diesel,,,0,,,,62.0,16.0,,None,,,,,,6.0,,3.0,3,Cadiz,Spain,Comar,Comet 51S,51,Europe,Italy,200425,2005,15
2007 Comar Comet 62 RS,597712.0,13.0,Comar,Comet 62 RS,Cruiser,62.0,Diesel,Fiberglass,Berthon International,Yanmar,4LHA,,190.0,,Inboard,Diesel|Diesel,,,0,,,,62.0,16.0,,None,,,,,,6.0,,3.0,3,Cadiz,Spain,Comar,Comet 52 RS,52,Europe,Italy,255086,2005,15
1997 Dehler 41 CR,135300.0,23.0,Dehler,41 CR,Cruiser,40.85,Diesel,Fiberglass,Nautisch Kwartier Stavoren,Yanmar,3JH 2,23.0,47.0,,Inboard,Diesel|Diesel,,,0,6.0,,7.0,40.0,12.0,36.0,Electric Windlass,,,52.83 gal (),29.06 gal (),,4.0,,3.0,2,Stavoren,Netherlands,Dehler,41 CR,41,Europe,Italy,176176,2005,15
2006 Delphia 40,124500.0,14.0,Delphia,40,Cruiser,40.0,Diesel,Fiberglass,Marine Servicenter ,Yanmar,None,14.0,40.0,315.0,Inboard,Diesel|Diesel,3.0,,1,,,,39.0,12.0,36.0,Electric Windlass,,110.0,1 x 92 gal (Stainless Steel),1 x 55 gal (),2 x 12 gal (),,3.0,2.0,2,Seattle,Washington,Delphia,40,39,Europe,Italy,85017,2005,15
2006 Dufour 385 Grand Large,89494.0,14.0,Dufour,385 Grand Large,Cruiser,38.45,Diesel,Fiberglass,Euroyachts Ltd ,Volvo Penta ,D1,15.0,29.0,690.0,Inboard,Diesel|Diesel,2.0,,0,,,,38.0,12.0,32.0,None,,,84.54 gal (),42.27 gal (),10.57 gal (),1.0,2.0,2.0,1,Troon,South Ayrshire,Dufour,385,38,Europe,Croatia,87458,2005,15
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,385 GL,38,Caribbean,Netherlands Antilles,86000,2005,15
2006 Dufour 385 Grand Large,89494.0,14.0,Dufour,385 Grand Large,Cruiser,38.45,Diesel,Fiberglass,Euroyachts Ltd ,Volvo Penta ,D1,15.0,29.0,690.0,Inboard,Diesel|Diesel,2.0,,0,,,,38.0,12.0,32.0,None,,,84.54 gal (),42.27 gal (),10.57 gal (),1.0,2.0,2.0,1,Troon,South Ayrshire,Dufour,385,38,Europe,Turkey,98591,2005,15
2011 Dufour 405 Grand Large,155405.0,9.0,Dufour,405 Grand Large,Cruiser,39.04,Diesel,Fiberglass,Nautic Avenue,Volvo ,D2,9.0,40.0,3450.0,Inboard,Diesel|Diesel,3.0,2.0,1,7.0,,12.0,39.0,13.0,34.0,Electric Windlass,6.0,220.0,100.39 gal (Plastic),1 x 52.83 gal (),,,3.0,3.0,2,Port Camargue,34,Dufour,40,40,Europe,France,97054,2005,15
2023 Dufour Cervetti 44,,-3.0,Dufour,Cervetti 44,Catamaran,44.0,Diesel,Fiberglass,Swans Yacht Sales ,Nanni,None,,59.0,,Inboard,Diesel|Diesel|Diesel,,,0,,,,44.0,23.0,43.0,Electric Windlass,,110.0,198 gal (),198 gal (),,1.0,4.0,4.0,5,Whitby,Ontario,Dufour,44,44,Europe,France,163984,2005,15
2023 Dufour Cervetti 44,,-3.0,Dufour,Cervetti 44,Catamaran,44.0,Diesel,Fiberglass,Swans Yacht Sales ,Nanni,None,,59.0,,Inboard,Diesel|Diesel|Diesel,,,0,,,,44.0,23.0,43.0,Electric Windlass,,110.0,198 gal (),198 gal (),,1.0,4.0,4.0,5,Whitby,Ontario,Dufour,44,44,Europe,Italy,139690,2005,15
2023 Dufour 37,364999.0,-3.0,Dufour,37,Racer/Cruiser,35.33,Diesel,Fiberglass,Racine Riverside Marine,Volvo,None,-3.0,19.0,,Inboard,Diesel|Diesel,2.0,14.0,1,,,,35.0,12.0,,None,,,47 gal (),42 gal (),,,,,1,Racine,Wisconsin,Dufour,44 Performance,44,Europe,Italy,133617,2005,15
2008 Dufour 455,195615.0,12.0,Dufour,455,Racer,147.64,Diesel,Fiberglass,YBI Yacht Broker international,Volvo Penta ,None,12.0,76.0,,Outboard,Diesel|Diesel,,,0,,,,44.0,45.0,,None,,,,,,,,3.0,6,,"Las Palmas , Spain",Dufour,455,45,Europe,France,139726,2005,15
2007 Dufour 455 GL,151928.0,13.0,Dufour,455 GL,Cruiser,45.0,Diesel,Fiberglass,Selymar Yachts,None,None,,,,None,Diesel,,,0,,,,45.0,14.0,,None,,,,,,,,,2,Upon request,Greece,Dufour,455 GL,45,Europe,Italy,127548,2005,15
2004 Elan Boats Impression 434,124976.0,16.0,Elan Boats,Impression 434,Cruiser,42.65,Diesel,Fiberglass,Marine Team,VOLVO PENTA D2 ,None,16.0,75.0,580.0,Inboard,Diesel|Diesel,3.0,,0,,,,42.0,13.0,,Electric Windlass,,220.0,1 x 136.31 gal (),1 x 71.33 gal (),,,,3.0,2,Valencia,Spain,Elan,Impression 434,44,Europe,Croatia,127543,2005,15
2004 Elan Boats Impression 434,124976.0,16.0,Elan Boats,Impression 434,Cruiser,42.65,Diesel,Fiberglass,Marine Team,VOLVO PENTA D2 ,None,16.0,75.0,580.0,Inboard,Diesel|Diesel,3.0,,0,,,,42.0,13.0,,Electric Windlass,,220.0,1 x 136.31 gal (),1 x 71.33 gal (),,,,3.0,2,Valencia,Spain,Elan,Impression 434,44,Europe,Croatia,91102,2005,15
1986 Grand Soleil 343,41296.0,34.0,Grand Soleil,343,Cruiser,34.19,Diesel,Fiberglass,YD Yachts,VOLVO ,None,34.0,30.0,,Inboard,Diesel|Diesel,2.0,,0,,,,34.0,11.0,,None,,,,,,,,2.0,1,Peloponese,Greece,Grand Soleil,43,43,Europe,France,181597,2005,15
1986 Grand Soleil Sloop,74000.0,34.0,Grand Soleil,Sloop,Racer/Cruiser,39.0,Diesel,Fiberglass,Marotta Yachts of Sausalito,Yanmar,3J,20.0,38.0,759.0,Inboard,Diesel|Diesel,3.0,,0,6.0,,,41.0,12.0,32.0,None,,,76 gal (Stainless Steel),57 gal (Stainless Steel),10 gal (),,,,1,Sausalito,California,Grand Soleil,45 RACING,45,Europe,France,224719,2005,15
2005 Grand Soleil 50,227130.0,15.0,Grand Soleil,50,Racer/Cruiser,50.0,Diesel,Fiberglass,Berthon International,Volvo,D2,,75.0,3900.0,Inboard,Diesel|Diesel,,,0,,,,48.0,15.0,43.0,None,,,,,,9.0,,3.0,2,Yarmouth,Isle of Wight,Grand Soleil,50,49,Caribbean,Grenada,230000,2005,15
2005 Grand Soleil 50,227130.0,15.0,Grand Soleil,50,Racer/Cruiser,50.0,Diesel,Fiberglass,Berthon International,Volvo,D2,,75.0,3900.0,Inboard,Diesel|Diesel,,,0,,,,48.0,15.0,43.0,None,,,,,,9.0,,3.0,2,Yarmouth,Isle of Wight,Grand Soleil,50,49,Europe,United Kingdom,252527,2005,15
2008 Hallberg-Rassy 40,327142.0,12.0,Hallberg-Rassy,40,Cruiser,40.68,Diesel,Fiberglass,Transworld Yachts Sailing Ltd,Yanma,4JH4E,13.0,54.0,1980.0,Inboard,Diesel|Diesel,3.0,,1,,,,40.0,12.0,36.0,Electric Windlass,6.0,12.0,121.52 gal (Stainless Steel),117.56 gal (Stainless Steel),18.49 gal (Stainless Steel),2.0,1.0,2.0,1,Hamble,Hampshire,Hallberg-Rassy,40,40,Europe,United Kingdom,299771,2005,15
2003 Hallberg-Rassy 43,317266.0,17.0,Hallberg-Rassy,43,Cruiser,44.52,Diesel,Fiberglass,Transworld Yachts Sailing Ltd,Volvo Penta,D2,17.0,55.0,3200.0,Inboard,Diesel|Diesel,3.0,,1,,,,44.0,13.0,38.0,Electric Windlass,,12.0,171.71 gal (Stainless Steel),104.35 gal (Stainless Steel),2 x 15.85 gal (Stainless Steel),2.0,1.0,2.0,2,Pasitio Blanco,Spain,Hallberg-Rassy,43,44,Europe,Greece,339508,2005,15
2002 Hanse 411,98698.0,18.0,Hanse,411,Cruiser,41.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,6.0,,,41.0,13.0,,None,,,,,,,,3.0,None,Northney Marina,United Kingdom,Hanse,411,40,Europe,Greece,108108,2005,15
2002 Hanse 411,98698.0,18.0,Hanse,411,Cruiser,41.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,6.0,,,41.0,13.0,,None,,,,,,,,3.0,None,Northney Marina,United Kingdom,Hanse,411,40,Europe,Italy,120239,2005,15
2002 Hanse 411,98698.0,18.0,Hanse,411,Cruiser,41.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,6.0,,,41.0,13.0,,None,,,,,,,,3.0,None,Northney Marina,United Kingdom,Hanse,411,40,Europe,Italy,103249,2005,15
2002 Hanse 411,98698.0,18.0,Hanse,411,Cruiser,41.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,6.0,,,41.0,13.0,,None,,,,,,,,3.0,None,Northney Marina,United Kingdom,Hanse,411,40,Europe,Italy,83814,2005,15
2002 Hanse 411,98698.0,18.0,Hanse,411,Cruiser,41.0,Diesel,Fiberglass,Ancasta International Boat Sales ,None,None,,,,Inboard,Diesel|Diesel,,,0,6.0,,,41.0,13.0,,None,,,,,,,,3.0,None,Northney Marina,United Kingdom,Hanse,411,40,Europe,United Kingdom,93256,2005,15
2005 Hanse 461,184747.0,15.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,Network Yacht Brokers ,Yanmar,4JH,15.0,75.0,450.0,Inboard,Diesel|Diesel,3.0,26.0,1,7.0,,8.0,46.0,14.0,41.0,Electric Windlass,,12.0,2 x 52.83 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x (Stainless Steel),,,,2,Melilla,Spain,Hanse,461,46,Europe,France,303674,2005,15
2005 Hanse 461,184747.0,15.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,Network Yacht Brokers ,Yanmar,4JH,15.0,75.0,450.0,Inboard,Diesel|Diesel,3.0,26.0,1,7.0,,8.0,46.0,14.0,41.0,Electric Windlass,,12.0,2 x 52.83 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x (Stainless Steel),,,,2,Melilla,Spain,Hanse,461,46,Europe,Germany,132436,2005,15
2005 Hanse 461,184747.0,15.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,Network Yacht Brokers ,Yanmar,4JH,15.0,75.0,450.0,Inboard,Diesel|Diesel,3.0,26.0,1,7.0,,8.0,46.0,14.0,41.0,Electric Windlass,,12.0,2 x 52.83 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x (Stainless Steel),,,,2,Melilla,Spain,Hanse,461,46,Europe,Spain,179942,2005,15
2005 Hanse 461,184747.0,15.0,Hanse,461,Cruiser,46.59,Diesel,Fiberglass,Network Yacht Brokers ,Yanmar,4JH,15.0,75.0,450.0,Inboard,Diesel|Diesel,3.0,26.0,1,7.0,,8.0,46.0,14.0,41.0,Electric Windlass,,12.0,2 x 52.83 gal (Stainless Steel),1 x 66.04 gal (Stainless Steel),2 x (Stainless Steel),,,,2,Melilla,Spain,Hanse,461,46,Europe,Spain,170057,2005,15
2005 Hanse 531,184558.0,15.0,Hanse,531,Racer/Cruiser,52.76,Diesel,Fiberglass,boatpoint at Portishead Marina,Yanmar,4JH3G ,,58.0,,Inboard,Diesel,3.0,,0,7.0,,8.0,52.0,16.0,47.0,Electric Windlass,,12.0,,,,1.0,4.0,5.0,4,Bristol,Somerset,Hanse,531,53,Europe,Estonia,236875,2005,15
2005 Hanse 531,184558.0,15.0,Hanse,531,Racer/Cruiser,52.76,Diesel,Fiberglass,boatpoint at Portishead Marina,Yanmar,4JH3G ,,58.0,,Inboard,Diesel,3.0,,0,7.0,,8.0,52.0,16.0,47.0,Electric Windlass,,12.0,,,,1.0,4.0,5.0,4,Bristol,Somerset,Hanse,531,53,Europe,Ireland,200433,2005,15
2005 Hanse 531,184558.0,15.0,Hanse,531,Racer/Cruiser,52.76,Diesel,Fiberglass,boatpoint at Portishead Marina,Yanmar,4JH3G ,,58.0,,Inboard,Diesel,3.0,,0,7.0,,8.0,52.0,16.0,47.0,Electric Windlass,,12.0,,,,1.0,4.0,5.0,4,Bristol,Somerset,Hanse,531,53,Europe,Spain,334055,2005,15
2005 Hanse 531,184558.0,15.0,Hanse,531,Racer/Cruiser,52.76,Diesel,Fiberglass,boatpoint at Portishead Marina,Yanmar,4JH3G ,,58.0,,Inboard,Diesel,3.0,,0,7.0,,8.0,52.0,16.0,47.0,Electric Windlass,,12.0,,,,1.0,4.0,5.0,4,Bristol,Somerset,Hanse,531,53,Europe,Spain,333920,2005,15
2004 Harmony HARMONY 47,124976.0,16.0,Harmony,HARMONY 47,Cruiser,45.57,Diesel,Fiberglass,PORT PIN ROLLAND,YANMAR,4JH4E,16.0,50.0,1500.0,Inboard,Diesel|Diesel,3.0,,0,,,,45.0,13.0,,Electric Windlass,,,132.09 gal (),52.83 gal (),21.13 gal (),,,3.0,2,Marina Port Pin Rolland,83,Harmony,42 Elegance,42,Europe,France,83270,2005,15
2005 Hunter 38,118195.0,15.0,Hunter,38,Cruiser,38.17,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,3JH4SBE,15.0,40.0,2000.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,,7.0,38.0,12.0,34.0,Electric Windlass,,12.0,1 x 75 gal (Plastic),1 x 35 gal (Plastic),1 x (Plastic),1.0,3.0,2.0,1,Vancouver,British Columbia,Hunter,38,38,USA,Florida,119000,2005,15
2005 Hunter 38,118195.0,15.0,Hunter,38,Cruiser,38.17,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,3JH4SBE,15.0,40.0,2000.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,,7.0,38.0,12.0,34.0,Electric Windlass,,12.0,1 x 75 gal (Plastic),1 x 35 gal (Plastic),1 x (Plastic),1.0,3.0,2.0,1,Vancouver,British Columbia,Hunter,38,38,USA,Maryland,69000,2005,15
2005 Hunter 38,118195.0,15.0,Hunter,38,Cruiser,38.17,Diesel,Fiberglass,Fraser Yacht Sales Ltd,Yanmar,3JH4SBE,15.0,40.0,2000.0,Inboard,Diesel|Diesel,3.0,17.0,1,7.0,,7.0,38.0,12.0,34.0,Electric Windlass,,12.0,1 x 75 gal (Plastic),1 x 35 gal (Plastic),1 x (Plastic),1.0,3.0,2.0,1,Vancouver,British Columbia,Hunter,38,38,USA,New York,109335,2005,15
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41 DS,40,USA,California,132000,2005,15
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41 DS,40,Europe,France,96555,2005,15
2005 Hunter 41 Deck Salon,159000.0,15.0,Hunter,41 Deck Salon,Cruiser,41.0,Diesel,Fiberglass,Marotta Yachts of Sausalito,Yanmar,4JHE,16.0,54.0,2305.0,Inboard,Diesel|Diesel,3.0,19.0,0,,38.0,,40.0,13.0,35.0,None,,,100 gal (Plastic),50 gal (Plastic),35 gal (Plastic),,,,2,Sausalito,California,Hunter,41 Deck Salon,40,Europe,France,94746,2005,15
1993 Hunter Sloop,29900.0,27.0,Hunter,Sloop,Sloop,30.0,Diesel,Fiberglass,Rubicon Yachts,Yanmar, 2GM20F,28.0,18.0,,Inboard,Diesel|Diesel,,,0,7.0,,8.0,30.0,11.0,,None,,,40 gal (),25 gal (),13 gal (),,2.0,2.0,1,San Rafael,California,Hunter,41 Aft Cockpit,40,USA,Maryland,124900,2005,15
2008 Hunter 41 DS,159000.0,12.0,Hunter,41 DS,Deck Saloon,40.33,Diesel,Fiberglass,Racine Riverside Marine,Yanmar,4JH4E,12.0,54.0,,Inboard,Diesel|Diesel,,,0,,,,41.0,14.0,36.0,Electric Windlass,,12.0,140 gal (Plastic),54 gal (Plastic),,1.0,2.0,2.0,2,Racine,Wisconsin,Hunter,41 DS,40,USA,Michigan,124900,2005,15
2008 Hunter 44 DS,176900.0,12.0,Hunter,44 DS,Cruiser,44.0,Diesel,Fiberglass,Sail Place Inc ,Yanmar,None,,54.0,400.0,Inboard,Diesel|Diesel,,,0,,,,43.0,14.0,39.0,None,,,1 x 140 gal (),1 x 51 gal (),1 x 45 gal (),7.0,,2.0,2,Kenosha,Wisconsin,Hunter,44 DS,44,USA,California,159000,2005,15
2005 Hunter 44,145000.0,15.0,Hunter,44,Cruiser,44.0,Diesel,Fiberglass,The Annapolis Sailyard ,Yanmar,None,15.0,56.0,1400.0,Inboard,Diesel|Diesel,,23.0,0,,,,43.0,14.0,39.0,Electric Windlass,,,140 gal (),51 gal (),45 gal (),6.0,,,2,Annapolis,Maryland,Hunter,44,44,USA,Maine,165900,2005,15
2005 Hunter 44,145000.0,15.0,Hunter,44,Cruiser,44.0,Diesel,Fiberglass,The Annapolis Sailyard ,Yanmar,None,15.0,56.0,1400.0,Inboard,Diesel|Diesel,,23.0,0,,,,43.0,14.0,39.0,Electric Windlass,,,140 gal (),51 gal (),45 gal (),6.0,,,2,Annapolis,Maryland,Hunter,44,44,USA,New York,149000,2005,15
2008 Hunter 44 DS,176900.0,12.0,Hunter,44 DS,Cruiser,44.0,Diesel,Fiberglass,Sail Place Inc ,Yanmar,None,,54.0,400.0,Inboard,Diesel|Diesel,,,0,,,,43.0,14.0,39.0,None,,,1 x 140 gal (),1 x 51 gal (),1 x 45 gal (),7.0,,2.0,2,Kenosha,Wisconsin,Hunter,44 DS,44,USA,Virginia,148106,2005,15
2005 Hunter Passage 456,189000.0,15.0,Hunter,Passage 456,Cruiser,45.0,Diesel,Fiberglass,Frank Gordon Yacht Sales,None,None,,75.0,3143.0,Inboard,Diesel|Diesel,,26.0,0,,,,46.0,14.0,39.0,None,,,200 gal (),100 gal (),50 gal (),6.0,,,2,Fort Lauderdale,Florida,Hunter,Passage 456,46,USA,North Carolina,142500,2005,15
2004 Hunter 466,178000.0,16.0,Hunter,466,Cruiser,46.0,Diesel,Fiberglass,Murray Yacht Sales St,Yanmar,4JH3 ,16.0,75.0,1731.0,Inboard,Diesel|Diesel,,,0,,,,46.0,14.0,,None,,,1 x 200 gal (),1 x 100 gal (),1 x 50 gal (),,3.0,3.0,2,Clearwater,Florida,Hunter,466,46,Europe,Spain,169000,2005,15
1993 Hylas 49 Center Cockpit,345000.0,27.0,Hylas,49 Center Cockpit,Centre Cockpit,49.0,Diesel,Fiberglass,Merri,Yanmar,4JH3,16.0,75.0,2520.0,Inboard,Diesel|Diesel,3.0,14.0,0,7.0,,,49.0,14.0,,Electric Windlass,,12.0,,,,,2.0,2.0,2,Newburyport,Massachusetts,Hylas,49,49,Europe,Spain,464979,2005,15
2005 Island Packet 370,235000.0,15.0,Island Packet,370,Cruiser,37.83,Diesel,Fiberglass,Denison Yachting ,Yanmar 3JHE,Yanmar 3JHE,20.0,56.0,1299.0,Inboard,Diesel|Diesel,3.0,23.0,0,,35.0,,37.0,13.0,31.0,Electric Windlass,,,160 gal (GRP),75 gal (Aluminum),55 gal (),7.0,,,1,Little River,South Carolina,Island Packet,370,38,USA,Florida,169900,2005,15
2002 Island Packet 420,279900.0,18.0,Island Packet,420,Cruiser,44.58,Diesel,Fiberglass,New Wave Yachts ,None,None,,,,None,Diesel,,28.0,0,,,,44.0,14.0,37.0,None,,,250 gal (),160 gal (),,,,,2,Marblehead,Massachusetts,Island Packet,420,44,USA,Florida,299950,2005,15
2002 Island Packet 420,279900.0,18.0,Island Packet,420,Cruiser,44.58,Diesel,Fiberglass,New Wave Yachts ,None,None,,,,None,Diesel,,28.0,0,,,,44.0,14.0,37.0,None,,,250 gal (),160 gal (),,,,,2,Marblehead,Massachusetts,Island Packet,420,44,Europe,United Kingdom,286566,2005,15
